Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode,ind1,ind2,Turnover,Sales Date,Sales Amount,Quantity Sold,Discount Applied
5214,CA-2019-145898,2019-09-26,26-09-2019,Same Day,CM-12445,Chuck Magee,Consumer,United States,Redlands,California,West,OFF-LA-10000262,Office Supplies,Labels,Avery 494,7.83,3,3.6018,nan,COD,,,4.860392372419336,2019-10-13,7.733578234676557,2,0.26
5215,CA-2019-145898,2019-09-26,26-09-2019,Same Day,CM-12445,Chuck Magee,Consumer,United States,Redlands,California,West,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,35.4,5,13.452,nan,COD,,,15.276760744329865,2019-10-13,36.13372843207919,5,0.25
5216,CA-2019-145898,2019-09-26,26-09-2019,Same Day,CM-12445,Chuck Magee,Consumer,United States,Redlands,California,West,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),29.9,5,13.455,nan,Cards,,,18.86536540311382,2019-09-28,30.41328151105631,4,0.02
5724,CA-2019-165820,2019-09-26,30-09-2019,Standard Class,DW-13585,Dorothy Wardle,Corporate,United States,San Francisco,California,West,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,12.96,2,6.2208,nan,Online,,,7.1606720155992285,2019-10-09,12.566250066591621,1,0.26
7730,US-2019-109260,2019-09-26,01-10-2019,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Tallahassee,Florida,South,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),431.976,3,-75.5958,nan,Cards,,,-108.13427734521764,2019-10-10,439.38257545290054,4,0.03
8322,US-2019-149790,2019-09-26,01-10-2019,Standard Class,SC-20380,Shahid Collister,Consumer,United States,Houston,Texas,Central,OFF-BI-10002026,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,15.624,2,-24.9984,nan,Online,,,-35.31802037872775,2019-10-07,15.237198497665029,2,0.12
9087,CA-2019-143406,2019-09-26,30-09-2019,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,Houston,Texas,Central,OFF-AP-10001564,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,93.032,2,-251.1864,nan,Cards,,,-347.5158516580585,2019-10-24,88.55305191634565,3,0.23
9088,CA-2019-143406,2019-09-26,30-09-2019,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,Houston,Texas,Central,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,454.965,5,-136.4895,nan,COD,,,-152.11265490305382,2019-10-06,464.02829759757924,5,0.02
9414,CA-2019-132019,2019-09-26,27-09-2019,First Class,MH-17620,Matt Hagelstein,Corporate,United States,Houston,Texas,Central,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,6.816,2,-11.5872,nan,Online,,,-14.150883554403885,2019-09-29,6.914691319437246,2,0.01
2404,US-2019-110170,2019-09-27,03-10-2019,Standard Class,HM-14860,Harry Marie,Corporate,United States,Huntsville,Texas,Central,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,956.6648,7,-225.0976,nan,Cards,,,-271.2977632067052,2019-10-26,948.1322360827497,7,0.1
5399,CA-2019-163202,2019-09-27,02-10-2019,Standard Class,BM-11650,Brian Moss,Corporate,United States,Lancaster,Ohio,East,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,2.907,3,-2.0349,nan,Cards,,,-2.531526630225518,2019-10-24,2.914466936455801,2,0.22
6908,CA-2019-140249,2019-09-27,03-10-2019,Standard Class,SW-20455,Shaun Weien,Consumer,United States,Seattle,Washington,West,TEC-PH-10002584,Technology,Phones,Samsung Galaxy S4,1001.584,2,125.198,Returned,Online,,,142.10687864373563,2019-10-14,1046.3717507705421,1,0.16
7126,CA-2019-123176,2019-09-27,29-09-2019,Second Class,JG-15160,James Galang,Consumer,United States,Atlanta,Georgia,South,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,17.94,3,8.7906,nan,Cards,,,12.964228575654744,2019-10-12,18.110789124544354,4,0.13
7127,CA-2019-123176,2019-09-27,29-09-2019,Second Class,JG-15160,James Galang,Consumer,United States,Atlanta,Georgia,South,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",13.89,3,4.5837,nan,COD,,,6.057455332301328,2019-10-06,14.109300786182443,3,0.24
377,US-2019-134656,2019-09-28,01-10-2019,First Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Quincy,Illinois,Central,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,99.136,4,30.98,Returned,COD,,,37.86405725767423,2019-10-08,94.8127912713614,4,0.23
868,CA-2019-134362,2019-09-29,02-10-2019,First Class,LS-16945,Linda Southworth,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-LA-10004853,Office Supplies,Labels,Avery 483,15.936,4,5.1792,nan,COD,,,6.5195386692924515,2019-10-07,15.40372877253188,3,0.24
1077,CA-2019-161781,2019-09-29,30-09-2019,First Class,CC-12100,Chad Cunningham,Home Office,United States,Columbus,Indiana,Central,OFF-AR-10000255,Office Supplies,Art,Newell 328,40.88,7,10.6288,nan,COD,,,13.59297054500712,2019-10-20,40.06629290597057,7,0.14
1683,US-2019-101497,2019-09-29,01-10-2019,Second Class,PS-18760,Pamela Stobb,Consumer,United States,Los Angeles,California,West,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,18.97,1,9.1056,nan,Online,,,12.203668704739377,2019-10-12,19.044702566299385,2,0.01
3500,CA-2019-108616,2019-09-29,03-10-2019,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Mobile,Alabama,South,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,209.97,3,71.3898,nan,Online,,,93.25448048294697,2019-10-26,215.7775790429618,3,0.05
3501,CA-2019-108616,2019-09-29,03-10-2019,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Mobile,Alabama,South,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,62.94,3,30.2112,nan,Online,,,44.34269391247017,2019-10-17,61.81489008480137,3,0.22
3502,CA-2019-108616,2019-09-29,03-10-2019,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Mobile,Alabama,South,OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",25.92,9,7.776,nan,COD,,,10.099355217230293,2019-10-04,25.547743259800985,8,0.23
5357,CA-2019-138037,2019-09-29,03-10-2019,Standard Class,AR-10540,Andy Reiter,Consumer,United States,San Francisco,California,West,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,27.24,5,9.534,nan,Cards,,,14.271093805330185,2019-10-05,26.57575501121329,5,0.29
8088,CA-2019-106621,2019-09-29,01-10-2019,Second Class,DM-12955,Dario Medina,Corporate,United States,Yuma,Arizona,West,OFF-AR-10002375,Office Supplies,Art,Newell 351,10.496,4,1.1808,nan,Cards,,,1.7010250360421637,2019-10-16,10.238437952028352,5,0.06
9332,CA-2019-108056,2019-09-29,03-10-2019,Standard Class,ES-14080,Erin Smith,Corporate,United States,Springfield,Oregon,West,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,859.2,3,75.18,nan,Online,,,88.96832818775381,2019-10-10,897.7663816392811,4,0.04
9987,CA-2019-125794,2019-09-29,03-10-2019,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Los Angeles,California,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24,1,15.2208,nan,Online,,,22.40864145722085,2019-10-19,36.73089681893886,2,0.04
4225,CA-2019-108644,2019-09-30,03-10-2019,First Class,SJ-20215,Sarah Jordon,Consumer,United States,Quincy,Illinois,Central,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",1.964,2,-3.2406,nan,Online,,,-3.71549877959507,2019-10-16,1.8964190042312454,3,0.06
6946,CA-2019-106243,2019-09-30,04-10-2019,Standard Class,GM-14680,Greg Matthias,Consumer,United States,New York City,New York,East,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",523.92,5,-26.196,nan,Online,,,-37.3811650254541,2019-10-09,535.5640475029905,4,0.16
1068,CA-2019-157686,2019-10-01,02-10-2019,First Class,BD-11620,Brian DeCherney,Consumer,United States,San Francisco,California,West,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",194.848,4,12.178,nan,COD,,,15.24989218718312,2019-10-03,199.17403757414152,4,0.29
1264,CA-2019-155992,2019-10-01,02-10-2019,First Class,CC-12220,Chris Cortes,Consumer,United States,La Porte,Indiana,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,69.9,2,18.873,nan,Online,,,27.38830373990392,2019-10-06,71.0636266704154,1,0.18
1265,CA-2019-155992,2019-10-01,02-10-2019,First Class,CC-12220,Chris Cortes,Consumer,United States,La Porte,Indiana,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,41.85,5,10.881,nan,Online,,,15.747229938023668,2019-10-02,40.321305062704425,6,0.16
2229,CA-2019-139157,2019-10-01,05-10-2019,Standard Class,GM-14680,Greg Matthias,Consumer,United States,New York City,New York,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",330.588,1,-115.7058,nan,Cards,,,-164.57647726437176,2019-10-05,327.5463088537244,1,0.2
2667,CA-2019-111794,2019-10-01,01-10-2019,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Amarillo,Texas,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,79.512,3,20.8719,Returned,Cards,,,29.55486450542294,2019-10-05,76.38524093502717,2,0.02
2668,CA-2019-111794,2019-10-01,01-10-2019,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Amarillo,Texas,Central,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,28.352,1,9.5688,Returned,Online,,,11.691845498480534,2019-10-23,29.24968245320203,1,0.24
7192,CA-2019-116918,2019-10-01,06-10-2019,Second Class,JK-15205,Jamie Kunitz,Consumer,United States,Hialeah,Florida,South,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,5.388,4,-4.49,nan,Online,,,-5.0843310323600495,2019-10-27,5.471606750744263,5,0.19
7193,CA-2019-116918,2019-10-01,06-10-2019,Second Class,JK-15205,Jamie Kunitz,Consumer,United States,Hialeah,Florida,South,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,30.976,8,5.0336,nan,COD,,,6.3483364111329275,2019-10-26,30.998314914531996,9,0.05
2993,CA-2019-134376,2019-10-02,06-10-2019,Standard Class,TT-21265,Tim Taslimi,Corporate,United States,New York City,New York,East,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3,16.5888,Returned,Cards,,,19.399105389683275,2019-10-05,60.47548708761966,3,0.19
4513,CA-2019-118969,2019-10-02,03-10-2019,First Class,LP-17095,Liz Preis,Consumer,United States,Phoenix,Arizona,West,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",54.792,6,-40.1808,nan,Online,,,-55.36835628518881,2019-10-11,53.061939720649896,6,0.18
6826,CA-2019-118689,2019-10-02,09-10-2019,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Lafayette,Indiana,Central,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,32.48,2,4.872,nan,COD,,,6.033679147076836,2019-10-24,31.20174176852993,3,0.02
6827,CA-2019-118689,2019-10-02,09-10-2019,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Lafayette,Indiana,Central,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,499.95,5,8399.976,nan,Cards,,,12518.014509031385,2019-10-25,523.4096841738074,4,0.08
6828,CA-2019-118689,2019-10-02,09-10-2019,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Lafayette,Indiana,Central,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,735.98,2,331.191,nan,Cards,,,449.2237733072311,2019-10-14,713.8747407506794,3,0.12
6829,CA-2019-118689,2019-10-02,09-10-2019,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Lafayette,Indiana,Central,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",34.37,7,16.8413,nan,Online,,,24.066086766534145,2019-10-12,32.8572890920414,7,0.07
6830,CA-2019-118689,2019-10-02,09-10-2019,Standard Class,TC-20980,Tamara Chand,Corporate,United States,Lafayette,Indiana,Central,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,33.96,2,9.5088,nan,COD,,,10.963740243267077,2019-10-04,35.52782035833176,1,0.07
897,CA-2019-140634,2019-10-03,06-10-2019,Second Class,HL-15040,Hunter Lopez,Consumer,United States,Houston,Texas,Central,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,15.648,2,5.0856,nan,Cards,,,7.34770434041826,2019-10-14,15.724599684876729,3,0.17
981,CA-2019-144939,2019-10-03,08-10-2019,Standard Class,EB-13870,Emily Burns,Consumer,United States,New York City,New York,East,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,599.292,6,93.2232,nan,Online,,,136.95447124906732,2019-10-13,617.0704008026313,6,0.14
6370,CA-2019-103919,2019-10-03,07-10-2019,Standard Class,TP-21565,Tracy Poddar,Corporate,United States,Grand Prairie,Texas,Central,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",38.08,5,-29.512,nan,Online,,,-38.21286853927378,2019-10-25,36.34266034613119,5,0.2
7872,CA-2019-101672,2019-10-03,07-10-2019,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Lake Forest,California,West,OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,6.16,2,2.9568,nan,COD,,,3.969507474536836,2019-10-09,6.201238648207467,2,0.29
7873,CA-2019-101672,2019-10-03,07-10-2019,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Lake Forest,California,West,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,915.136,4,102.9528,nan,Online,,,144.74380418816236,2019-10-21,905.8208273723086,3,0.2
7874,CA-2019-101672,2019-10-03,07-10-2019,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Lake Forest,California,West,OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,8.56,2,3.852,nan,COD,,,4.5065913568828435,2019-10-05,8.7928015558035,1,0.17
7875,CA-2019-101672,2019-10-03,07-10-2019,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Lake Forest,California,West,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,97.82,2,45.9754,nan,COD,,,59.81521055673494,2019-10-05,93.30487966564127,1,0.25
4304,CA-2019-121601,2019-10-04,04-10-2019,Same Day,MO-17500,Mary O'Rourke,Consumer,United States,The Colony,Texas,Central,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,59.752,7,19.4194,nan,Cards,,,24.458058720608662,2019-10-14,59.16458148526936,6,0.19
7666,US-2019-140158,2019-10-04,08-10-2019,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Providence,Rhode Island,East,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,30.4,1,13.984,nan,Online,,,16.20115756255876,2019-10-20,31.30918319523803,1,0.05
7667,US-2019-140158,2019-10-04,08-10-2019,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Providence,Rhode Island,East,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,5399.91,9,2591.9568,nan,Cards,,,3232.2058180370423,2019-10-16,5412.166318629337,9,0.09
7668,US-2019-140158,2019-10-04,08-10-2019,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Providence,Rhode Island,East,OFF-ST-10000136,Office Supplies,Storage,Letter Size File,119.1,3,34.539,nan,COD,,,38.93474135754623,2019-10-05,119.69596140529336,2,0.22
8157,CA-2019-131296,2019-10-04,09-10-2019,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Baltimore,Maryland,East,FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",239.372,2,-23.9372,nan,Online,,,-26.57806591161251,2019-10-25,229.72925042515573,1,0.22
8922,CA-2019-145709,2019-10-04,08-10-2019,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Coral Gables,Florida,South,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,52.68,3,19.755,nan,COD,,,22.798584016901412,2019-10-12,50.74311736964064,3,0.3
8923,CA-2019-145709,2019-10-04,08-10-2019,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Coral Gables,Florida,South,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,11.568,3,2.6028,nan,COD,,,3.86579840497772,2019-10-20,11.772753143487142,4,0.19
6265,US-2019-115952,2019-10-06,06-10-2019,Same Day,JH-15910,Jonathan Howell,Consumer,United States,Tulsa,Oklahoma,Central,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,28.85,5,14.425,nan,Cards,,,19.03828542211425,2019-10-24,29.355009505306423,6,0.27
7642,US-2019-157490,2019-10-06,07-10-2019,First Class,LB-16795,Laurel Beltran,Home Office,United States,Pueblo,Colorado,West,TEC-MA-10001695,Technology,Machines,Zebra GK420t Direct Thermal/Thermal Transfer Printer,703.71,6,-938.28,nan,Online,,,-1394.5926469467372,2019-10-19,737.4249849569268,6,0.02
7643,US-2019-157490,2019-10-06,07-10-2019,First Class,LB-16795,Laurel Beltran,Home Office,United States,Pueblo,Colorado,West,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,17.904,4,-14.92,Returned,Online,,,-18.99314733787423,2019-10-21,18.283480629832564,3,0.17
7644,US-2019-157490,2019-10-06,07-10-2019,First Class,LB-16795,Laurel Beltran,Home Office,United States,Pueblo,Colorado,West,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",11.976,4,-9.1816,nan,Online,,,-11.244948403014249,2019-10-27,11.967908410729898,3,0.28
7645,US-2019-157490,2019-10-06,07-10-2019,First Class,LB-16795,Laurel Beltran,Home Office,United States,Pueblo,Colorado,West,TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",67.96,5,0.8495,Returned,Online,,,1.1064370049931151,2019-10-18,70.38839988873401,5,0.09
3449,CA-2019-162614,2019-10-07,13-10-2019,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Los Angeles,California,West,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,27.264,2,8.8608,nan,Online,,,11.304650068255395,2019-10-15,26.18563514852857,3,0.05
4751,CA-2019-127649,2019-10-07,09-10-2019,First Class,DL-13495,Dionis Lloyd,Corporate,United States,Spokane,Washington,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,837.6,3,62.82,nan,COD,,,71.7571421861291,2019-10-17,833.3530179582704,3,0.11
5004,CA-2019-155033,2019-10-07,12-10-2019,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,Los Angeles,California,West,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,10.56,2,5.0688,nan,COD,,,6.874968169560687,2019-10-21,10.335187221139515,2,0.24
6377,CA-2019-163216,2019-10-07,10-10-2019,First Class,AW-10930,Arthur Wiediger,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-LA-10000134,Office Supplies,Labels,Avery 511,4.928,2,1.7248,nan,Online,,,2.046329062877023,2019-10-12,4.733165511253934,2,0.03
8007,CA-2019-139808,2019-10-07,11-10-2019,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Marysville,Washington,West,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",93.36,12,0.9336,nan,Online,,,1.2583389258770454,2019-10-25,95.82005546294934,11,0.18
2557,US-2019-126844,2019-10-08,14-10-2019,Standard Class,BW-11110,Bart Watters,Corporate,United States,Houston,Texas,Central,FUR-FU-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame,51.712,8,-32.32,nan,Online,,,-43.957799722523326,2019-10-27,51.76780774811583,7,0.04
5507,US-2019-162026,2019-10-08,08-10-2019,Same Day,JE-15745,Joel Eaton,Consumer,United States,Los Angeles,California,West,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,61.96,2,27.882,nan,COD,,,32.36570278197319,2019-10-23,62.311738988484855,1,0.13
5767,CA-2019-149685,2019-10-08,15-10-2019,Standard Class,PM-19135,Peter McVee,Home Office,United States,San Antonio,Texas,Central,OFF-LA-10004545,Office Supplies,Labels,Avery 50,60.144,6,20.2986,Returned,Online,,,22.826584616347446,2019-10-14,59.610253202167875,7,0.29
5975,CA-2019-135636,2019-10-08,13-10-2019,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Charlotte,North Carolina,South,OFF-ST-10000676,Office Supplies,Storage,Fellowes Econo/Stor Drawers,387.72,5,-67.851,nan,COD,,,-95.82628175053189,2019-11-04,386.1821951437013,5,0.06
2785,CA-2019-116974,2019-10-09,15-10-2019,Standard Class,MP-17965,Michael Paige,Corporate,United States,Troy,Ohio,East,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976,4,-15.5844,Returned,COD,,,-20.009125489676236,2019-10-20,23.05536328736611,4,0.01
6507,US-2019-128909,2019-10-09,11-10-2019,Second Class,SP-20545,Sibella Parks,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,19.136,4,5.98,Returned,Online,,,6.717127798849099,2019-10-30,19.466895548555556,5,0.13
6508,US-2019-128909,2019-10-09,11-10-2019,Second Class,SP-20545,Sibella Parks,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,332.832,4,-24.9624,Returned,Online,,,-37.392340382287436,2019-10-20,330.5836319592122,3,0.17
7357,CA-2019-114748,2019-10-09,14-10-2019,Standard Class,MZ-17335,Maria Zettner,Home Office,United States,Phoenix,Arizona,West,OFF-AR-10001315,Office Supplies,Art,Newell 310,1.408,1,0.1584,nan,COD,,,0.17790097634472982,2019-10-29,1.4526008742966454,1,0.09
7358,CA-2019-114748,2019-10-09,14-10-2019,Standard Class,MZ-17335,Maria Zettner,Home Office,United States,Phoenix,Arizona,West,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",169.568,2,0.0,nan,Online,,,0.0,2019-10-29,164.41800279538612,3,0.16
7273,US-2019-150357,2019-10-10,14-10-2019,Standard Class,EB-13975,Erica Bern,Corporate,United States,Greensboro,North Carolina,South,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,20.608,2,-4.3792,nan,Online,,,-6.540210699805417,2019-10-31,20.000177536517537,1,0.29
7274,US-2019-150357,2019-10-10,14-10-2019,Standard Class,EB-13975,Erica Bern,Corporate,United States,Greensboro,North Carolina,South,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,4.095,3,-2.73,nan,COD,,,-3.264184673803791,2019-10-28,4.154688544541816,2,0.09
7968,CA-2019-157707,2019-10-10,12-10-2019,First Class,CC-12610,Corey Catlett,Corporate,United States,Denver,Colorado,West,FUR-BO-10001567,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",90.882,3,-190.8522,nan,Online,,,-220.79686198502503,2019-11-04,94.02654831252022,3,0.09
7969,CA-2019-157707,2019-10-10,12-10-2019,First Class,CC-12610,Corey Catlett,Corporate,United States,Denver,Colorado,West,TEC-PH-10002583,Technology,Phones,iOttie HLCRIO102 Car Mount,15.992,1,-2.9985,nan,Online,,,-3.4439390963432612,2019-10-28,15.947538783518187,0,0.14
7970,CA-2019-157707,2019-10-10,12-10-2019,First Class,CC-12610,Corey Catlett,Corporate,United States,Denver,Colorado,West,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",120.784,1,13.5882,nan,Online,,,16.595405344071203,2019-10-20,123.52523960810588,2,0.15
9835,CA-2019-126627,2019-10-10,12-10-2019,First Class,WB-21850,William Brown,Consumer,United States,La Porte,Texas,Central,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",14.0,4,-6.3,nan,COD,,,-7.18463544374683,2019-10-12,14.69906189009032,3,0.0
9836,CA-2019-126627,2019-10-10,12-10-2019,First Class,WB-21850,William Brown,Consumer,United States,La Porte,Texas,Central,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",16.392,2,-26.2272,nan,Online,,,-36.11130157635213,2019-11-05,17.19564343664366,2,0.18
9751,CA-2019-113390,2019-10-11,15-10-2019,Standard Class,EP-13915,Emily Phan,Consumer,United States,Chicago,Illinois,Central,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,5.344,2,0.668,Returned,COD,,,0.7514443684603528,2019-10-20,5.474573608803917,3,0.3
9752,CA-2019-113390,2019-10-11,15-10-2019,Standard Class,EP-13915,Emily Phan,Consumer,United States,Chicago,Illinois,Central,OFF-AR-10001446,Office Supplies,Art,Newell 309,27.72,3,3.465,nan,Online,,,4.517559069615609,2019-10-25,28.384133749388106,2,0.09
134,CA-2019-145583,2019-10-13,19-10-2019,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,West,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,20.04,3,9.6192,nan,COD,,,14.41609055063302,2019-11-01,19.534228249946604,2,0.19
135,CA-2019-145583,2019-10-13,19-10-2019,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,West,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,35.44,1,16.6568,nan,Online,,,23.74573599404314,2019-10-23,36.62206445419113,0,0.0
136,CA-2019-145583,2019-10-13,19-10-2019,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,West,OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",11.52,4,3.456,nan,COD,,,4.652079351410549,2019-11-05,11.410677650358283,5,0.18
137,CA-2019-145583,2019-10-13,19-10-2019,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,West,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,4.02,2,1.9698,nan,Online,,,2.4080833528901873,2019-10-17,4.205721551766462,1,0.13
138,CA-2019-145583,2019-10-13,19-10-2019,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Roseville,California,West,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,76.176,3,26.6616,Returned,Online,,,35.98138449154926,2019-11-11,72.98748356149395,3,0.16
